sms,label
"Tunji, how's the queen? how are you doing. This is just wishing you a great day. Abiola.
",0
"Free-message: Jamster!Get the crazy frog sound now! For poly text MAD1, for real text MAD2 to 88888. 6 crazy sounds for just 3 GBP/week! 16+only! T&C's apply
",1
"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!
",0
"Are you going to wipro interview today?
",0
"how tall are you princess?
",0
"I doubt you could handle 5 times per night in any case...
",0
"I want to be there so i can kiss you and feel you next to me
",0
"Adult 18 Content Your video will be with you shortly
",1
"He says hi and to get your ass back to south tampa (preferably at a kegger)
",0
"Aight, tomorrow around  &lt;#&gt;  it is
",0
"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?
",0
"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call.
",1
"I actually did for the first time in a while. I went to bed not too long after i spoke with you. Woke up at 7. How was your night?
",0
"Crucify is c not s. You should have told me earlier.
",0
"twenty past five he said will this train have been to durham already or not coz i am in a reserved seat
",0
"Anything lor is she coming?
",0
"K I'll take care of it
",0
"I take it we didn't have the phone callon Friday. Can we assume we won't have it this year now?
",0
"Shuhui has bought ron's present it's a swatch watch...
",0
"Went to ganesh dress shop
",0
"Ü collecting ur laptop then going to configure da settings izzit?
",0
"Come aftr  &lt;DECIMAL&gt; ..now i m cleaning the house
",0
"Tell me pa. How is pain de.
",0
"Why must we sit around and wait for summer days to celebrate. Such a magical sight when the worlds dressed in white. Oooooh let there be snow.
",0
"How do you guys go to see movies on your side.
",0
"Sorry,in meeting I'll call later
",0
"You didn't have to tell me that...now i'm thinking. Plus he's going to stop all your runs
",0
"Kindly send some one to our flat before  &lt;DECIMAL&gt;  today.
",0
"Yes. that will be fine. Love you. Be safe.
",0
"Thanks chikku..:-) gud nyt:-*
",0
"Is xy in ur car when u picking me up?
",0
"I've not sent it. He can send me.
",0
"Ok... U enjoy ur shows...
",0
"Where wuld I be without my baby? The thought alone mite break me and I dont wanna go crazy but everyboy needs his lady xxxxxxxx
",0
"Wat's my dear doing? Sleeping ah?
",0
"Only 2% students solved this CAT question in 'xam... 5+3+2= &lt;#&gt;  9+2+4= &lt;#&gt;  8+6+3= &lt;#&gt;  then 7+2+5=????? Tell me the answer if u r brilliant...1thing.i got d answr.
",0
"Yo do you know anyone  &lt;#&gt;  or otherwise able to buy liquor? Our guy flaked and right now if we don't get a hold of somebody its just 4 loko all night
",0
"Yup n her fren lor. I'm meeting my fren at 730.
",0
"Yeah, we got one lined up for us
",0
"Lol yep did that yesterday. Already got my fireplace. Now its just another icon sitting there for me.
",0
"Hey babe, sorry i didn't get sooner. Gary can come and fix it cause he thinks he knows what it is but he doesn't go as far a Ptbo and he says it will cost  &lt;#&gt;  bucks. I don't know if it might be cheaper to find someone there ? We don't have any second hand machines at all right now, let me know what you want to do babe
",0
"make that 3! 4 fucks sake?! x
",0
"at bruce b downs &amp; fletcher now
",0
"Tell me whos this pls:-)
",0
"Id have to check but there's only like 1 bowls worth left
",0
"I would but I'm still cozy. And exhausted from last night.nobody went to school or work. Everything is closed.
",0
"U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901
",1
"Sir send to group mail check it.
",0
"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?
",1
"Not yet had..ya sapna aunty manege y'day hogidhe..chinnu full weak and swalpa black agidhane..
",0
"Are you being good, baby? :)
",0
"Mostly sports type..lyk footbl,crckt..
",0
"U should make a fb list
",0
"I'll text carlos and let you know, hang on
",0
"Don't worry, * is easy once have ingredients!
",0
"Yar lor... Keep raining non stop... Or u wan 2 go elsewhere?
",0
"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear
",0
"Tonight? Yeah, I'd be down for that
",0
"Do you still have the grinder?
",0
"K.i did't see you.:)k:)where are you now?
",0
"So i'm doing a list of buyers.
",0
"No b4 Thursday
",0
"Excellent, I'll see what riley's plans are
",0
"I will see in half an hour
",0
"You've won tkts to the EURO2004 CUP FINAL or £800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm
",1
"Ew are you one of them?
",0
"Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'
",1
"I might go 2 sch. Yar at e salon now v boring.
",0
" &lt;#&gt;  mins but i had to stop somewhere first.
",0
"One of the joys in lifeis waking up each daywith thoughts that somewhereSomeone cares enough tosend a warm morning greeting.. -
",0
"I didn't get the second half of that message
",0
"Wat time do u wan 2 meet me later?
",0
"I thank you so much for all you do with selflessness. I love you plenty.
",0
"Am in film ill call you later.
",0
"I love ya too but try and budget your money better babe. Gary would freak on me if he knew
",0
"I finished my lunch already. U wake up already?
",0
"You still at the game?
",0
"What is your record for one night? :)
",0
"Also sir, i sent you an email about how to log into the usc payment portal. I.ll send you another message that should explain how things are back home. Have a great weekend.
",0
";-) ok. I feel like john lennon.
",0
"Wishing you and your family Merry ""X"" mas and HAPPY NEW Year in advance..
",0
"One day a crab was running on the sea shore..The waves came n cleared the footprints of the crab.. Crab asked: being my frnd y r u clearing my beautiful footprints? Waves replied: A fox was following ur footprints to catch you! thats y i cleared it off:) frndsship never lets u dwn :-) GUD nyt..
",0
"Aight what time you want me to come up?
",0
"Hello, yeah i've just got out of the bath and need to do my hair so i'll come up when i'm done, yeah?
",0
"Ok
",0
"Awesome question with a cute answer: Someone asked a boy ""how is ur life?"" . . He smiled &amp; answered: . . ""She is fine!"" Gudnite
",0
"Pls send me the correct name da.
",0
"What happened to our yo date?
",0
"EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN £100 Cash WKENT/150P16+
",1
"Webpage s not available!
",0
"You are now unsubscribed all services. Get tons of sexy babes or hunks straight to your phone! go to http://gotbabes.co.uk. No subscriptions.
",1
"Dear all, as we know  &lt;#&gt; th is the  &lt;#&gt; th birthday of our loving Gopalettan. We are planning to give a small gift on that day. Those who like to participate in that you are welcome. Please contact our admin team for more details
",0
"K..k...from tomorrow onwards started ah?
",0
"Get a brand new mobile phone by being an agent of The Mob! Plus loads more goodies! For more info just text MAT to 87021.
",1
"Ok. So april. Cant wait
",0
"Boy you best get yo ass out here quick
",0
"Apart from the one i told you about yesterday?
",0
"Ok lor... But buy wat?
",0
"Okay but i thought you were the expert
",0
"S.s:)i thinl role is like sachin.just standing. Others have to hit.
",0
"And very importantly, all we discuss is between u and i only.
",0
"In da car park 
",0
"I wish that I was with you. Holding you tightly. Making you see how important you are. How much you mean to me ... How much I need you ... In my life ...
",0
"LORD OF THE RINGS:RETURN OF THE KING in store NOW!REPLY LOTR by 2 June 4 Chance 2 WIN LOTR soundtrack CDs StdTxtRate. Reply STOP to end txts
",1
"Dear, take care. I am just reaching home.love u a lot.
",0
"We walked from my moms. Right on stagwood pass right on winterstone left on victors hill. Address is &lt;#&gt;
",0
"This is all just creepy and crazy to me.
",0
"U so lousy, run already come back then half dead... Hee...
",0
"Hi. Happy New Year. I dont mean to intrude but can you pls let me know how much tuition you paid last semester and how much this semester is. Thanks
",0
"Lol I was gonna last month. I cashed some in but I left &lt;#&gt; just in case. I was collecting more during the week cause they announced it on the blog.
",0
"Good Luck! Draw takes place 28th Feb 06. Good Luck! For removal send STOP to 87239 customer services 08708034412
",1
"Yes watching footie but worried we're going to blow it - Phil Neville?
",0
"Uncle Abbey! Happy New Year. Abiola
",0
"Now am free call me pa.
",0
"Stop knowing me so well!
",0
"Small problem in auction:)punj now asking tiwary
",0
"He telling not to tell any one. If so treat for me hi hi hi
",0
"Ok. But i finish at 6.
",0
"Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!
",0
"Is ur lecture over?
",0
"sexy sexy cum and text me im wet and warm and ready for some porn! u up for some fun? THIS MSG IS FREE RECD MSGS 150P INC VAT 2 CANCEL TEXT STOP
",1
"Boy; I love u Grl: Hogolo Boy: gold chain kodstini Grl: Agalla Boy: necklace madstini Grl: agalla Boy: Hogli 1 mutai eerulli kodthini! Grl: I love U kano;-)
",0
"I.ll get there tomorrow and send it to you
",0
"""SHIT BABE.. THASA BIT MESSED UP.YEH, SHE SHUDVETOLD U. DID URGRAN KNOW?NEWAY, ILLSPEAK 2 U2MORO WEN IM NOT ASLEEP...""
",0
"Yeah but which is worse for i
",0
"Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx
",1
"Ok...
",0
"Long time. You remember me today.
",0
"Are you up for the challenge? I know i am :)
",0
"Haven't seen my facebook, huh? Lol!
",0
"Mah b, I'll pick it up tomorrow
",0
"Still otside le..u come 2morrow maga..
",0
"Do u still have plumbers tape and a wrench we could borrow?
",0
"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/reward. Ts&Cs apply.
",1
"It vl bcum more difficult..
",0
"Havent still waitin as usual... Ü come back sch oredi?
",0
"In meeting da. I will call you
",0
"K k :-):-) then watch some films.
",0
"Does cinema plus drink appeal tomo? * Is a fr thriller by director i like on at mac at 8.30.
",0
"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!
",0
"MAYBE IF YOU WOKE UP BEFORE FUCKING 3 THIS WOULDN'T BE A PROBLEM.
",0
"Howz that persons story
",0
"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate
",1
"X2  &lt;#&gt; . Are you going to get that
",0
"Hi neva worry bout da truth coz the truth will lead me 2 ur heart. Its the least a unique person like u deserve. Sleep tight or morning
",0
"UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039.SkilGme.TsCs087147403231Winawk!Age16+£1.50perWKsub
",1
"So its to be poking man everyday that they teach you in canada abi! How are you. Just saying hi.
",0
"Just curious because my cuz asked what I was up to
",0
"Nice.nice.how is it working?
",0
"She's good. How are you. Where r u working now
",0
"OH YEAH,AND HAV A GREAT TIME IN NEWQUAY-SEND ME A POSTCARD !1 LOOK AFTER ALL THE GIRLS WHILE IM GONE(U KNOW THE 1IM TALKIN BOUT!)xx
",0
"Babe, have you got enough money to pick up bread and milk ? And I'll give you it back when you get home ?
",0
"I want snow. It's just freezing and windy.
",0
"Come to mahal bus stop.. &lt;DECIMAL&gt;
",0
"Don know:)this week i'm going to tirunelvai da.
",0
"Thanks for your ringtone order, reference number X29. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989180
",1
"Hi, my love! How goes that day? Fuck, this morning I woke and dropped my cell on the way down the stairs but it seems alright ... *phews* I miss you !
",0
"Well that must be a pain to catch
",0
"Sorry da thangam.it's my mistake.
",0
"Wife.how she knew the time of murder exactly
",0
"Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send COLLECT to 83600 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1
",1
"I feel like a dick because I keep sleeping through your texts and facebook messages. Sup, you in town?
",0
"No plm i will come da. On the way.
",0
"Guess he wants alone time. We could just show up and watch when they do..
",0
"Height of recycling: Read twice- People spend time for earning money and the same money is spent for spending time!;-) Good morning.. keep smiling:-)
",0
"Yes, princess. Toledo.
",0
"Aight text me when you're back at mu and I'll swing by, need somebody to get the door for me
",0
"Ron say fri leh. N he said ding tai feng cant make reservations. But he said wait lor.
",0
"Good. No swimsuit allowed :)
",0
"A cute thought for friendship: ""Its not necessary to share every secret with ur close Frnd, but watever u shared should be true""....
",0
"Ok i've sent u da latest version of da project.
",0
"Also track down any lighters you can find
",0
"Babe, I need your advice
",0
"I can make lasagna for you... vodka...
",0
"I'm always looking for an excuse to be in the city.
",0
"So u gonna get deus ex?
",0
"44 7732584351, Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.
",1
"tap & spile at seven. * Is that pub on gas st off broad st by canal. Ok?
",0
"You have 1 new voicemail. Please call 08719181513.
",1
"MOON has come to color your dreams, STARS to make them musical and my SMS to give you warm and Peaceful Sleep. Good Night
",0
"Thanx a lot...
",0
"Its a great day. Do have yourself a beautiful one.
",0
"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.
",0
"Badrith is only for chennai:)i will surely pick for us:)no competition for him.
",0
"Hey you around? I've got enough for a half + the ten I owe you
",0
"Hey tmr maybe can meet you at yck
",0
"Not to worry. I'm sure you'll get it.
",0
"Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058097189 NOW all will be revealed. POBox 6, LS15HB 150p 
",1
"My tuition is at 330. Hm we go for the 1120 to 1205 one? Do you mind?
",0
"I'm not smoking while people use ""wylie smokes too much"" to justify ruining my shit
",0
"Dear good morning how you feeling dear
",0
"A little. Meds say take once every 8 hours. It's only been 5 but pain is back. So I took another. Hope I don't die
",0
"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)
",0
"Just do what ever is easier for you
",0
"RCT' THNQ Adrian for U text. Rgds Vatian
",1
"It'll be tough, but I'll do what I have to
",0
"Set a place for me in your heart and not in your mind, as the mind easily forgets but the heart will always remember. Wish you Happy Valentines Day!
",0
"Okie ü wan meet at bishan? Cos me at bishan now. I'm not driving today.
",0
"HI DARLIN HOW WAS WORK DID U GET INTO TROUBLE? IJUST TALKED TO YOUR MUM ALL MORNING! I HAD A REALLY GOOD TIME LAST NIGHT IM GOIN OUT SOON BUT CALL ME IF U CAN
",0
"Huh... Hyde park not in mel ah, opps, got confused... Anyway, if tt's e best choice den we juz have to take it...
",0
"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,
",0
"I don wake since. I checked that stuff and saw that its true no available spaces. Pls call the embassy or send a mail to them.
",0
"Huh so fast... Dat means u havent finished painting?
",0
"No we put party 7 days a week and study lightly, I think we need to draw in some custom checkboxes so they know we're hardcore
",0
"Sac will score big hundred.he is set batsman:-)
",0
"That's fine, have him give me a call if he knows what he wants or has any questions
",0
"I AM AT THE GAS STATION. GO THERE.
",0
"Still i have not checked it da. . .
",0
"You will go to walmart. I.ll stay.
",0
"I haven't forgotten you, i might have a couple bucks to send you tomorrow, k? I love ya too
",0
"Oh great. I.ll disturb him more so that we can talk.
",0
"U're welcome... Caught u using broken english again...
",0
"No problem baby. Is this is a good time to talk? I called and left a message.
",0
"Oh is it! Which brand?
",0
"Sorry i cant take your call right now. It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.
",0
"I emailed yifeng my part oredi.. Can ü get it fr him..
",0
"Minimum walk is 3miles a day.
",0
"I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...
",0
"No messages on her phone. I'm holding it now
",0
"Can... I'm free...
",0
"I am waiting for your call sir.
",0
"Hey what are you doing. Y no reply pa..
",0
"Hey elaine, is today's meeting still on?
",0
"Most of the tiime when i don't let you hug me it's so i don't break into tears.
",0
"And now electricity just went out fml.
",0
"Looks like you found something to do other than smoke, great job!
",0
":) 
",0
"Good afternon, my love. How are today? I hope your good and maybe have some interviews. I wake and miss you babe. A passionate kiss from across the sea
",0
"Dear umma she called me now :-)
",0
"FREE MSG:We billed your mobile number by mistake from shortcode 83332.Please call 08081263000 to have charges refunded.This call will be free from a BT landline
",1
"Oops - am at my mum's in somerset... Bit far! Back tomo, see you soon x
",0
"Same as kallis dismissial in 2nd test:-).
",0
"Please CALL 08712402972 immediately as there is an urgent message waiting for you
",1
"Ok thanx...
",0
"URGENT! Your Mobile number has been awarded with a £2000 Bonus Caller Prize. Call 09058095201 from land line. Valid 12hrs only
",1
"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066364589
",1
"No pic. Please re-send.
",0
"He remains a bro amongst bros
",0
"Uhhhhrmm isnt having tb test bad when youre sick
",0
"But i haf enuff space got like 4 mb...
",0
"LIFE has never been this much fun and great until you came in. You made it truly special for me. I won't forget you! enjoy @ one gbp/sms
",1
"Do you want a new Video phone? 600 anytime any network mins 400 Inclusive Video calls AND downloads 5 per week Free delTOMORROW call 08002888812 or reply NOW
",1
"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066368470
",1
"Welcome! Please reply with your AGE and GENDER to begin. e.g 24M
",1
"Freemsg: 1-month unlimited free calls! Activate SmartCall Txt: CALL to No: 68866. Subscriptn3gbp/wk unlimited calls Help: 08448714184 Stop?txt stop landlineonly
",1
"Sure but since my parents will be working on Tuesday I don't really need a cover story
",0
"I don't know jack shit about anything or i'd say/ask something helpful but if you want you can pretend that I did and just text me whatever in response to the hypotheticalhuagauahahuagahyuhagga
",0
"Yeah if we do have to get a random dude we need to change our info sheets to PARTY  &lt;#&gt; /7 NEVER STUDY just to be safe
",0
"Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.
",1
"""Hi darlin i cantdo anythingtomorrow as myparents aretaking me outfor a meal. when are u free? Katexxx""
",0
"If india win or level series means this is record:)
",0
"awesome, how do I deal with the gate? Charles told me last night but, uh, yeah
",0
"What time you thinkin of goin?
",0
"Your board is working fine. The issue of overheating is also reslove. But still software inst is pending. I will come around 8'o clock.
",0
"Yes but I don't care cause I know its there!
",0
"wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine ""KUDI""yarasu dhina vaazhthukkal. ..
",0
"Sitting ard nothing to do lor. U leh busy w work?
",0
"Its  &lt;#&gt; k here oh. Should i send home for sale.
",0
"Ya just telling abt tht incident..
",0
"Yes we were outside for like 2 hours. And I called my whole family to wake them up cause it started at 1 am
",0
"Ugh just got outta class
",0
"Ok. I.ll do you right later.
",0
"I am back. Bit long cos of accident on a30. Had to divert via wadebridge.I had a brilliant weekend thanks. Speak soon. Lots of love
",0
"K.. I yan jiu liao... Sat we can go 4 bugis vill one frm 10 to 3 den hop to parco 4 nb. Sun can go cine frm 1030 to 2, den hop to orc mrt 4 hip hop at 4...
",0
"My phone
",0
"Haha figures, well I found the piece and priscilla's bowl
",0
"Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams
",0
"You getting back any time soon?
",0
"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng
",0
"Tell my  bad character which u Dnt lik in me. I'll try to change in  &lt;#&gt; . I ll add tat 2 my new year resolution. Waiting for ur reply.Be frank...good morning.
",0
"No:-)i got rumour that you going to buy apartment in chennai:-)
",0
"I'm also came to room.
",0
"Ok.
",0
"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000878. PoBox45W2TG150P
",1
"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text
",1
"Oh, the grand is having a bit of a party but it doesn't mention any cover charge so it's probably first come first served
",0
"You said to me before i went back to bed that you can't sleep for anything.
",0
"I hope you arnt pissed off but id would really like to see you tomorrow. Love me xxxxxxxxxxxxxX
",0
"says the  &lt;#&gt;  year old with a man and money. I'm down to my last  &lt;#&gt; . Still waiting for that check.
",0
"life alle mone,eppolum oru pole allalo
",0
"Nite...
",0
"Two fundamentals of cool life: ""Walk, like you are the KING""...! OR ""Walk like you Dont care,whoever is the KING""!... Gud nyt
",0
"Hi Petey!noim ok just wanted 2 chat coz avent spoken 2 u 4 a long time-hope ur doin alrite.have good nit at js love ya am.x
",0
"I just saw ron burgundy captaining a party boat so yeah
",0
"I'm serious. You are in the money base
",0
"Staff of placement training in Amrita college.
",0
"Well, I was about to give up cos they all said no they didn‘t do one nighters. I persevered and found one but it is very cheap so i apologise in advance. It is just somewhere to sleep isnt it?
",0
"Are you willing to go for apps class.
",0
"No it will reach by 9 only. She telling she will be there. I dont know
",0
"Hey... are you going to quit soon? Xuhui and i working till end of the month 
",0
"Try neva mate!!
",0
"Yeah that'd pretty much be the best case scenario
",0
"I not free today i haf 2 pick my parents up tonite...
",0
"Xmas & New Years Eve tickets are now on sale from the club, during the day from 10am till 8pm, and on Thurs, Fri & Sat night this week. They're selling fast!
",1
"Tyler (getting an 8th) has to leave not long after 9, can you get here in like an hour?
",0
"Actually, my mobile is full of msg. And i m doing a work online, where i need to send them  &lt;#&gt;  sent msg i wil explain u later.
",0
"Sorry, I'll call later
",0
"Thank You meet you monday
",0
"Single line with a big meaning::::: ""Miss anything 4 ur ""Best Life"" but, don't miss ur best life for anything... Gud nyt...
",0
"I love you both too :-)
",0
"Lol u still feeling sick?
",0
"From next month get upto 50% More Calls 4 Ur standard network charge 2 activate Call 9061100010 C Wire3.net 1st4Terms PoBox84 M26 3UZ Cost £1.50 min MobcudB more
",1
"Ok lor. I'm in town now lei.
",0
"I had it already..sabarish asked me to go..
",0
"Lol I know! Hey someone did a great inpersonation of flea on the forums. I love it!
",0
"Auction round 4. The highest bid is now £54. Next maximum bid is £71. To bid, send BIDS e. g. 10 (to bid £10) to 83383. Good luck.
",1
"We know TAJ MAHAL as symbol of love. But the other lesser known facts 1. Mumtaz was Shahjahan's 4th wife, out of his 7 wifes. 2. Shahjahan killed Mumtaz's husband to marry her. 3. Mumtaz died in her  &lt;#&gt; th delivery. 4. He then married Mumtaz's sister. Question arises where the Hell is the LOVE?:-| -The Great Hari-
",0
"Collect your VALENTINE'S weekend to PARIS inc Flight & Hotel + £200 Prize guaranteed! Text: PARIS to No: 69101. www.rtf.sphosting.com
",1
"Sent me de webadres for geting salary slip
",0
"But you dint in touch with me.
",0
"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL
",0
"They said ü dun haf passport or smth like dat.. Or ü juz send to my email account..  
",0
"Have a lovely night and when you wake up to see this message, i hope you smile knowing all is as should be. Have a great morning
",0
"Ard 4 lor...
",0
"I sent your maga that money yesterday oh.
",0
"I am hot n horny and willing I live local to you - text a reply to hear strt back from me 150p per msg Netcollex LtdHelpDesk: 02085076972 reply Stop to end
",1
"I am in escape theatre now. . Going to watch KAVALAN in a few minutes
",0
"Sorry, I'll call later
",0
"Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 08000930705
",1
"Huh but i cant go 2 ur house empty handed right?
",0
"Good morning princess! Happy New Year!
",0
"Congratulations YOU'VE Won. You're a Winner in our August £1000 Prize Draw. Call 09066660100 NOW. Prize Code 2309.
",1
"Then wat r u doing now? Busy wif work?
",0
"Jay told me already, will do
",0
"Pls come quick cant bare this.
",0
"Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.
",0
"Goin to workout lor... Muz lose e fats... 
",0
"Yeah right! I'll bring my tape measure fri!
",0
"Meeting u is my work. . . Tel me when shall i do my work tomorrow
",0
"Oooh I got plenty of those!
",0
"It's not that you make me cry. It's just that when all our stuff happens on top of everything else, it pushes me over the edge. You don't underdtand how often i cry over my sorry, sorry life.
",0
"""ME 2 BABE I FEEL THE SAME LETS JUST 4GET ABOUT IT+BOTH TRY +CHEER UP+NOT FIT SOO MUCHXXLOVE U LOCAXX""
",0
"You know what hook up means right?
",0
"Wat's da model num of ur phone?
",0
"You can stop further club tones by replying ""STOP MIX"" See my-tone.com/enjoy. html for terms. Club tones cost GBP4.50/week. MFL, PO Box 1146 MK45 2WT (2/3)
",1
"My house here e sky quite dark liao... If raining then got excuse not 2 run already rite... Hee...
",0
"Sorry, left phone upstairs. OK, might be hectic but would be all my birds with one fell swoop. It's a date.
",0
"* Thought I didn't see you.
",0
"We are hoping to get away by 7, from Langport. You still up for town tonight?
",0
"Want to send me a virtual hug?... I need one
",0
"Studying. But i.ll be free next weekend.
",0
"Wait.i will come out.. &lt;#&gt;  min:)
",0
"What are you doing in langport? Sorry, but I'll probably be in bed by 9pm. It sucks being ill at xmas! When do you and go2sri lanka? 
",0
"Huh? 6 also cannot? Then only how many mistakes?
",0
"Yup. Thk of u oso boring wat.
",0
" came to look at the flat, seems ok, in his 50s? * Is away alot wiv work. Got woman coming at 6.30 too.
",0
"You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+
",1
"Whos this am in class:-)
",0
"Hey r ü still online? I've finished the formatting...
",0
"I cant pick the phone right now. Pls send a message
",0
"I get out of class in bsn in like  &lt;#&gt;  minutes, you know where advising is?
",0
"Great! I shoot big loads so get ready!
",0
"I'll meet you in the lobby
",0
"Ok im not sure what time i finish tomorrow but i wanna spend the evening with you cos that would be vewy vewy lubly! Love me xxx
",0
"Hello, As per request from  &lt;#&gt;  Rs.5 has been transfered to you
",0
"Oh...i asked for fun. Haha...take care. ü
",0
"Shall i get my pouch?
",0
"Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870
",1
"Wat u doing there?
",0
"If i not meeting ü all rite then i'll go home lor. If ü dun feel like comin it's ok.
",0
"Cool. Do you like swimming? I have a pool and jacuzzi at my house.
",0
"Blank is Blank. But wat is blank? Lol
",0
"I'm in a movie... Collect car oredi...
",0
"Hi there, 2nights ur lucky night! Uve been invited 2 XCHAT, the Uks wildest chat! Txt CHAT to 86688 now! 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs
",1
"Nothing spl..wat abt u and whr ru?
",0
"I'm at home. Please call
",0
"I guess you could be as good an excuse as any, lol.
",0
"4 tacos + 1 rajas burrito, right?
",0
"It‘s £6 to get in, is that ok?
",0
"Hows the street where the end of library walk is?
",0
"Plz note: if anyone calling from a mobile Co. &amp; asks u to type # &lt;#&gt;  or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN.
",0
"No da. . Vijay going to talk in jaya tv
",0
"Hey i'm bored... So i'm thinking of u... So wat r u doing?
",0
"Nah, Wednesday. When should I bring the mini cheetos bag over?
",0
"Aight, let me know when you're gonna be around usf
",0
"I'm not. She lip synced with shangela.
",0
"Ü neva tell me how i noe... I'm not at home in da aft wat... 
",0
"""Im on gloucesterroad what are uup to later?""
",0
